FROM_NAME,FROM_TYPE,FROM_LAT,FROM_LON,TO_NAME,TO_TYPE,TO_LAT,TO_LON,EDGE_TYPE,PRODUCT_FORM,COMMODITIES,DISTANCE_KM
Iquique,port,-20.21,-70.15,Uruguay,country,-34.88,-56.16,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Uruguay,country,-34.88,-56.16,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,Uruguay,country,-34.88,-56.16,port_to_country,salt,Salt,
Iquique,port,-20.21,-70.15,Venezuela,country,10.48,-66.9,port_to_country,borate,Boron,
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,lithium_compounds,Lithium,
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,nitrate,Nitrate,
Iquique,port,-20.21,-70.15,Vietnam,country,10.82,106.63,port_to_country,borate,Boron,
Mejillones,port,-23.1,-70.45,Algeria,country,36.75,3.04,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Argentina,country,-34.6,-58.38,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Argentina,country,-34.6,-58.38,port_to_country,silver_refined,Silver,
Mejillones,port,-23.1,-70.45,Argentina,country,-34.6,-58.38,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Argentina,country,-34.6,-58.38,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,Australia,country,-33.87,151.21,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Australia,country,-33.87,151.21,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Australia,country,-33.87,151.21,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,Austria,country,48.21,16.37,port_to_country,perrhenate,Rhenium,
Mejillones,port,-23.1,-70.45,Bangladesh,country,23.81,90.41,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,blister,Copper,
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,mo_concentrate,Molybdenum,
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,lithium_compounds,Lithium,
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,gold_refined,Gold,
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Belgium,country,51.26,4.35,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,Bolivia,country,-16.5,-68.15,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Bolivia,country,-16.5,-68.15,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,Bolivia,country,-16.5,-68.15,port_to_country,sulfuric_acid,Sulfuric Acid,
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,blister,Copper,
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,silver_refined,Silver,
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Brazil,country,-23.55,-46.63,port_to_country,sulfuric_acid,Sulfuric Acid,
Mejillones,port,-23.1,-70.45,Bulgaria,country,42.7,23.32,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Cambodia,country,11.56,104.92,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,blister,Copper,
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,lithium_compounds,Lithium,
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,gold_refined,Gold,
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,silver_refined,Silver,
Mejillones,port,-23.1,-70.45,Canada,country,49.28,-123.12,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,blister,Copper,
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,mo_concentrate,Molybdenum,
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,lithium_compounds,Lithium,
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,China,country,31.23,121.47,port_to_country,gold_refined,Gold,
Mejillones,port,-23.1,-70.45,Colombia,country,4.71,-74.07,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Colombia,country,4.71,-74.07,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Costa Rica,country,9.93,-84.09,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Costa Rica,country,9.93,-84.09,port_to_country,sulfuric_acid,Sulfuric Acid,
Mejillones,port,-23.1,-70.45,Cyprus,country,35.17,33.36,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,Denmark,country,55.68,12.57,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Denmark,country,55.68,12.57,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,Dominican Rep.,country,18.49,-69.88,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Ecuador,country,-0.18,-78.47,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Ecuador,country,-0.18,-78.47,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,El Salvador,country,13.69,-89.19,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Finland,country,60.17,24.94,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,France,country,48.86,2.35,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,France,country,48.86,2.35,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,France,country,48.86,2.35,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Germany,country,53.55,9.99,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Germany,country,53.55,9.99,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Germany,country,53.55,9.99,port_to_country,blister,Copper,
Mejillones,port,-23.1,-70.45,Germany,country,53.55,9.99,port_to_country,lithium_compounds,Lithium,
Mejillones,port,-23.1,-70.45,Germany,country,53.55,9.99,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Germany,country,53.55,9.99,port_to_country,perrhenate,Rhenium,
Mejillones,port,-23.1,-70.45,Ghana,country,5.6,-0.19,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Greece,country,37.98,23.73,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Greece,country,37.98,23.73,port_to_country,blister,Copper,
Mejillones,port,-23.1,-70.45,Greece,country,37.98,23.73,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Guatemala,country,14.63,-90.51,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Honduras,country,14.07,-87.19,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Hong Kong,country,22.32,114.17,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Hong Kong,country,22.32,114.17,port_to_country,selenium,Selenium,
Mejillones,port,-23.1,-70.45,Hungary,country,47.5,19.04,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,India,country,19.08,72.88,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,India,country,19.08,72.88,port_to_country,blister,Copper,
Mejillones,port,-23.1,-70.45,India,country,19.08,72.88,port_to_country,mo_concentrate,Molybdenum,
Mejillones,port,-23.1,-70.45,India,country,19.08,72.88,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,India,country,19.08,72.88,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Indonesia,country,-6.21,106.85,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Indonesia,country,-6.21,106.85,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Indonesia,country,-6.21,106.85,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Ireland,country,53.35,-6.26,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,Italy,country,45.46,9.19,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Italy,country,45.46,9.19,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Italy,country,45.46,9.19,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,Jamaica,country,18.0,-76.79,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,blister,Copper,
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,mo_concentrate,Molybdenum,
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,lithium_compounds,Lithium,
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Japan,country,35.68,139.69,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Kuwait,country,29.38,47.99,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Lebanon,country,33.89,35.5,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Malaysia,country,3.14,101.69,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Malaysia,country,3.14,101.69,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Malaysia,country,3.14,101.69,port_to_country,blister,Copper,
Mejillones,port,-23.1,-70.45,Mexico,country,19.43,-99.13,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Mexico,country,19.43,-99.13,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Mexico,country,19.43,-99.13,port_to_country,lithium_compounds,Lithium,
Mejillones,port,-23.1,-70.45,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Mexico,country,19.43,-99.13,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Morocco,country,33.97,-6.85,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Mozambique,country,-25.97,32.57,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,mo_concentrate,Molybdenum,
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Netherlands,country,51.92,4.48,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,New Zealand,country,-36.85,174.76,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,New Zealand,country,-36.85,174.76,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Nicaragua,country,12.11,-86.27,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Norway,country,59.91,10.75,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Panama,country,8.98,-79.52,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Panama,country,8.98,-79.52,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Paraguay,country,-25.26,-57.58,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,gold_refined,Gold,
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Peru,country,-12.05,-77.04,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,Philippines,country,14.6,120.98,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Philippines,country,14.6,120.98,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Poland,country,52.23,21.01,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Singapore,country,1.35,103.82,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Singapore,country,1.35,103.82,port_to_country,gold_refined,Gold,
Mejillones,port,-23.1,-70.45,South Africa,country,-33.92,18.42,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,South Africa,country,-33.92,18.42,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,blister,Copper,
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,mo_concentrate,Molybdenum,
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,lithium_compounds,Lithium,
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,South Korea,country,37.57,126.98,port_to_country,perrhenate,Rhenium,
Mejillones,port,-23.1,-70.45,Spain,country,36.72,-4.42,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Spain,country,36.72,-4.42,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Spain,country,36.72,-4.42,port_to_country,blister,Copper,
Mejillones,port,-23.1,-70.45,Spain,country,36.72,-4.42,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Spain,country,36.72,-4.42,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Spain,country,36.72,-4.42,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,Sweden,country,57.71,11.97,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Sweden,country,57.71,11.97,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Switzerland,country,47.38,8.54,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Switzerland,country,47.38,8.54,port_to_country,gold_refined,Gold,
Mejillones,port,-23.1,-70.45,Switzerland,country,47.38,8.54,port_to_country,silver_refined,Silver,
Mejillones,port,-23.1,-70.45,Taiwan,country,25.03,121.57,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Taiwan,country,25.03,121.57,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Taiwan,country,25.03,121.57,port_to_country,blister,Copper,
Mejillones,port,-23.1,-70.45,Taiwan,country,25.03,121.57,port_to_country,lithium_compounds,Lithium,
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,blister,Copper,
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,mo_concentrate,Molybdenum,
Mejillones,port,-23.1,-70.45,Thailand,country,13.76,100.5,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Turkey,country,41.01,28.98,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,Turkey,country,41.01,28.98,port_to_country,gold_refined,Gold,
Mejillones,port,-23.1,-70.45,Turkey,country,41.01,28.98,port_to_country,silver_refined,Silver,
Mejillones,port,-23.1,-70.45,Turkey,country,41.01,28.98,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,UAE,country,25.2,55.27,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,UAE,country,25.2,55.27,port_to_country,gold_refined,Gold,
Mejillones,port,-23.1,-70.45,UAE,country,25.2,55.27,port_to_country,silver_refined,Silver,
Mejillones,port,-23.1,-70.45,UAE,country,25.2,55.27,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,concentrate,Copper,
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,blister,Copper,
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,mo_concentrate,Molybdenum,
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,lithium_compounds,Lithium,
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,gold_refined,Gold,
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,silver_refined,Silver,
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,perrhenate,Rhenium,
Mejillones,port,-23.1,-70.45,USA,country,29.76,-95.37,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,United Kingdom,country,51.51,-0.13,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,United Kingdom,country,51.51,-0.13,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,United Kingdom,country,51.51,-0.13,port_to_country,silver_refined,Silver,
Mejillones,port,-23.1,-70.45,United Kingdom,country,51.51,-0.13,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,United Kingdom,country,51.51,-0.13,port_to_country,copper_sulfate,Copper Sulfate,
Mejillones,port,-23.1,-70.45,Uruguay,country,-34.88,-56.16,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Uruguay,country,-34.88,-56.16,port_to_country,nitrate,Nitrate,
Mejillones,port,-23.1,-70.45,Uruguay,country,-34.88,-56.16,port_to_country,sulfuric_acid,Sulfuric Acid,
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,cathode,Copper,
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,mo_concentrate,Molybdenum,
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,lithium_compounds,Lithium,
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,iodine,Iodine,
Mejillones,port,-23.1,-70.45,Vietnam,country,10.82,106.63,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Algeria,country,36.75,3.04,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Argentina,country,-34.6,-58.38,port_to_country,iodine,Iodine,
Patache,port,-20.8,-70.22,Argentina,country,-34.6,-58.38,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Argentina,country,-34.6,-58.38,port_to_country,salt,Salt,
Patache,port,-20.8,-70.22,Argentina,country,-34.6,-58.38,port_to_country,potassium_chloride,Potash,
Patache,port,-20.8,-70.22,Australia,country,-33.87,151.21,port_to_country,iodine,Iodine,
Patache,port,-20.8,-70.22,Australia,country,-33.87,151.21,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Bangladesh,country,23.81,90.41,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Belgium,country,51.26,4.35,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Belgium,country,51.26,4.35,port_to_country,iodine,Iodine,
Patache,port,-20.8,-70.22,Belgium,country,51.26,4.35,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Bolivia,country,-16.5,-68.15,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Bolivia,country,-16.5,-68.15,port_to_country,salt,Salt,
Patache,port,-20.8,-70.22,Bolivia,country,-16.5,-68.15,port_to_country,potassium_chloride,Potash,
Patache,port,-20.8,-70.22,Brazil,country,-23.55,-46.63,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Brazil,country,-23.55,-46.63,port_to_country,iodine,Iodine,
Patache,port,-20.8,-70.22,Brazil,country,-23.55,-46.63,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Brazil,country,-23.55,-46.63,port_to_country,salt,Salt,
Patache,port,-20.8,-70.22,Brazil,country,-23.55,-46.63,port_to_country,potassium_chloride,Potash,
Patache,port,-20.8,-70.22,Bulgaria,country,42.7,23.32,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Cambodia,country,11.56,104.92,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Canada,country,49.28,-123.12,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Canada,country,49.28,-123.12,port_to_country,salt,Salt,
Patache,port,-20.8,-70.22,China,country,31.23,121.47,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,China,country,31.23,121.47,port_to_country,iodine,Iodine,
Patache,port,-20.8,-70.22,China,country,31.23,121.47,port_to_country,salt,Salt,
Patache,port,-20.8,-70.22,Colombia,country,4.71,-74.07,port_to_country,iodine,Iodine,
Patache,port,-20.8,-70.22,Colombia,country,4.71,-74.07,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Colombia,country,4.71,-74.07,port_to_country,salt,Salt,
Patache,port,-20.8,-70.22,Colombia,country,4.71,-74.07,port_to_country,potassium_chloride,Potash,
Patache,port,-20.8,-70.22,Costa Rica,country,9.93,-84.09,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Costa Rica,country,9.93,-84.09,port_to_country,salt,Salt,
Patache,port,-20.8,-70.22,Costa Rica,country,9.93,-84.09,port_to_country,potassium_chloride,Potash,
Patache,port,-20.8,-70.22,Cyprus,country,35.17,33.36,port_to_country,salt,Salt,
Patache,port,-20.8,-70.22,Denmark,country,55.68,12.57,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Dominican Rep.,country,18.49,-69.88,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Dominican Rep.,country,18.49,-69.88,port_to_country,salt,Salt,
Patache,port,-20.8,-70.22,Ecuador,country,-0.18,-78.47,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Ecuador,country,-0.18,-78.47,port_to_country,salt,Salt,
Patache,port,-20.8,-70.22,Ecuador,country,-0.18,-78.47,port_to_country,potassium_chloride,Potash,
Patache,port,-20.8,-70.22,El Salvador,country,13.69,-89.19,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Finland,country,60.17,24.94,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,France,country,48.86,2.35,port_to_country,iodine,Iodine,
Patache,port,-20.8,-70.22,France,country,48.86,2.35,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Germany,country,53.55,9.99,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Germany,country,53.55,9.99,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Ghana,country,5.6,-0.19,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Greece,country,37.98,23.73,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Guatemala,country,14.63,-90.51,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Guatemala,country,14.63,-90.51,port_to_country,salt,Salt,
Patache,port,-20.8,-70.22,Guatemala,country,14.63,-90.51,port_to_country,potassium_chloride,Potash,
Patache,port,-20.8,-70.22,Honduras,country,14.07,-87.19,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Honduras,country,14.07,-87.19,port_to_country,salt,Salt,
Patache,port,-20.8,-70.22,Hong Kong,country,22.32,114.17,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Hungary,country,47.5,19.04,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,India,country,19.08,72.88,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,India,country,19.08,72.88,port_to_country,iodine,Iodine,
Patache,port,-20.8,-70.22,India,country,19.08,72.88,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Indonesia,country,-6.21,106.85,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Indonesia,country,-6.21,106.85,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Italy,country,45.46,9.19,port_to_country,iodine,Iodine,
Patache,port,-20.8,-70.22,Italy,country,45.46,9.19,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Jamaica,country,18.0,-76.79,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Japan,country,35.68,139.69,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Japan,country,35.68,139.69,port_to_country,iodine,Iodine,
Patache,port,-20.8,-70.22,Japan,country,35.68,139.69,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Japan,country,35.68,139.69,port_to_country,salt,Salt,
Patache,port,-20.8,-70.22,Kuwait,country,29.38,47.99,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Lebanon,country,33.89,35.5,port_to_country,nitrate,Nitrate,
Patache,port,-20.8,-70.22,Malaysia,country,3.14,101.69,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Mexico,country,19.43,-99.13,port_to_country,concentrate,Copper,
Patache,port,-20.8,-70.22,Mexico,country,19.43,-99.13,port_to_country,iodine,Iodine,
